Bacia,Poço,COT,S1,S2,S3,Tmax,HI,OI
Alagoas,3-JA-2-AL           ,1.06,1.01,2.23,0.54,432.0,210.38,50.94
Alagoas,3-JA-2-AL           ,0.92,0.29,1.62,0.39,436.0,176.09,42.39
Alagoas,3-JA-2-AL           ,0.96,0.28,1.9,0.37,436.0,197.92,38.54
Alagoas,3-JA-2-AL           ,1.24,0.6,3.57,0.5,429.0,287.9,40.32
Alagoas,3-JA-2-AL           ,0.81,,,,,,
Alagoas,3-JA-2-AL           ,0.98,0.33,1.89,0.41,434.0,192.86,41.84
Alagoas,3-JA-2-AL           ,1.13,0.3,2.0,0.37,432.0,176.99,32.74
Alagoas,3-JA-2-AL           ,1.09,0.41,1.27,0.45,432.0,116.51,41.28
Alagoas,3-JA-2-AL           ,0.8,,,,,,
Alagoas,3-JA-2-AL           ,0.93,0.35,1.48,0.39,437.0,159.14,41.94
Alagoas,3-JA-2-AL           ,1.04,0.49,1.38,0.42,434.0,132.69,40.38
Alagoas,3-JA-2-AL           ,0.7,,,,,,
Alagoas,3-JA-2-AL           ,1.09,0.58,1.38,0.32,437.0,126.61,29.36
Alagoas,3-JA-2-AL           ,1.35,0.81,2.12,0.48,433.0,157.04,35.56
Alagoas,3-JA-2-AL           ,1.4,0.6,1.89,0.4,434.0,135.0,28.57
Alagoas,3-JA-2-AL           ,1.07,0.5,1.13,0.34,410.0,105.61,31.78
Alagoas,3-JA-2-AL           ,1.09,0.57,1.39,0.43,429.0,127.52,39.45
Alagoas,3-JA-2-AL           ,1.4,0.75,1.7,0.4,426.0,121.43,28.57
Alagoas,3-JA-2-AL           ,1.43,0.95,1.73,0.47,429.0,120.98,32.87
Alagoas,3-JA-2-AL           ,1.13,0.61,1.47,0.36,434.0,130.09,31.86
Alagoas,3-JA-2-AL           ,1.31,0.46,1.37,0.43,434.0,104.58,32.82
Alagoas,3-JA-2-AL           ,1.22,0.42,1.73,0.46,432.0,141.8,37.7
Alagoas,3-JA-2-AL           ,1.08,0.52,1.34,0.33,433.0,124.07,30.56
Alagoas,3-JA-2-AL           ,1.23,0.66,1.44,0.42,390.0,117.07,34.15
Alagoas,3-JA-2-AL           ,1.34,0.57,1.61,0.39,421.0,120.15,29.1
Alagoas,3-JA-2-AL           ,0.95,0.45,1.34,0.35,435.0,141.05,36.84
Alagoas,3-JA-2-AL           ,1.25,0.36,1.16,0.36,432.0,92.8,28.8
Alagoas,3-JA-2-AL           ,1.16,0.45,0.9,0.42,431.0,77.59,36.21
Alagoas,3-JA-2-AL           ,1.3,0.59,1.09,0.46,430.0,83.85,35.38
Alagoas,3-JA-2-AL           ,1.01,0.02,0.18,0.19,,17.82,18.81
Alagoas,3-JA-2-AL           ,1.86,0.19,0.56,0.23,508.0,30.11,12.37
Alagoas,3-JA-2-AL           ,0.72,,,,,,
Alagoas,3-JA-2-AL           ,0.91,0.07,0.35,0.22,433.0,38.46,24.18
Alagoas,3-JA-2-AL           ,0.8,,,,,,
Alagoas,3-JA-2-AL           ,1.14,0.11,0.35,0.24,496.0,30.7,21.05
Alagoas,3-JA-2-AL           ,0.86,,,,,,
Alagoas,3-JA-2-AL           ,0.87,,,,,,
Alagoas,3-JA-2-AL           ,0.61,,,,,,
Alagoas,3-JA-2-AL           ,0.43,,,,,,
Alagoas,3-JA-2-AL           ,0.58,,,,,,
Alagoas,3-JA-2-AL           ,0.56,,,,,,
Alagoas,3-JA-2-AL           ,0.5,,,,,,
Alagoas,3-JA-2-AL           ,0.69,,,,,,
Alagoas,3-JA-2-AL           ,0.44,,,,,,
Alagoas,3-JA-2-AL           ,0.53,,,,,,
Alagoas,3-JA-2-AL           ,0.5,,,,,,
Alagoas,3-JA-2-AL           ,0.47,,,,,,
Alagoas,3-JA-2-AL           ,0.44,,,,,,
Alagoas,3-JA-2-AL           ,0.64,,,,,,
Alagoas,3-JA-2-AL           ,0.58,,,,,,
Alagoas,3-JA-2-AL           ,0.64,,,,,,
Alagoas,3-JA-2-AL           ,0.5,,,,,,
Alagoas,3-JA-2-AL           ,0.48,,,,,,
Alagoas,3-JA-2-AL           ,0.42,,,,,,
Alagoas,3-JA-2-AL           ,0.41,,,,,,
Alagoas,3-JA-2-AL           ,0.44,,,,,,
Alagoas,3-JA-2-AL           ,0.42,,,,,,
Alagoas,3-JA-2-AL           ,0.42,,,,,,
Alagoas,3-JA-2-AL           ,0.81,,,,,,
Alagoas,3-JA-2-AL           ,0.48,,,,,,
Alagoas,3-JA-2-AL           ,0.39,,,,,,
Alagoas,3-JA-2-AL           ,0.43,,,,,,
Alagoas,3-JA-2-AL           ,0.52,,,,,,
Alagoas,3-JA-2-AL           ,0.56,,,,,,
Alagoas,3-JA-2-AL           ,0.64,,,,,,
Alagoas,3-JA-2-AL           ,0.61,,,,,,
Alagoas,3-JA-2-AL           ,0.74,,,,,,
Alagoas,3-JA-2-AL           ,0.68,,,,,,
Alagoas,3-JA-2-AL           ,0.72,,,,,,
Alagoas,3-JA-2-AL           ,0.78,,,,,,
Alagoas,3-JA-2-AL           ,0.6,,,,,,
Alagoas,3-JA-2-AL           ,0.46,,,,,,
Alagoas,3-JA-2-AL           ,0.53,,,,,,
Alagoas,3-JA-2-AL           ,0.52,,,,,,
Alagoas,3-JA-2-AL           ,0.5,,,,,,
Alagoas,3-JA-2-AL           ,0.5,,,,,,
Alagoas,3-JA-2-AL           ,0.52,,,,,,
